"Genotype","Year","Plot.ID","Plant.Number","Brace.Root.Whorls.in.the.Soil"
"Mo18W",2019,"41","2","1"
"Mo18W",2019,"1362","15","3"
"Mo18W",2019,"1294","4","2"
"Mo18W",2019,"1294","14","3"
"Mo18W",2019,"1294","3","3"
"Mo18W",2019,"1294","3","3"
"Mo18W",2019,"1362","2","3"
"Mo18W",2019,"1294","6","2"
"Mo18W",2019,"1362","14","2"
"Mo18W",2019,"1362","15","3"
"Mo18W",2019,"1294","3","3"
"Mo18W",2019,"1294","4","2"
"Mo18W",2019,"1294","6","2"
"Mo18W",2019,"1362","2","3"
"Mo18W",2019,"1362","15","3"
"Mo18W",2019,"1362","2","3"
"Mo18W",2019,"558","1","2"
"Mo18W",2019,"558","2","2"
"Mo18W",2019,"1294","14","3"
"Mo18W",2019,"41","3","1"
"Mo18W",2019,"1294","14","3"
"Mo18W",2019,"1294","7","3"
"Mo18W",2019,"1294","8","2"
"Mo18W",2019,"1294","14","3"
"Mo18W",2019,"1362","15","3"
"Mo18W",2019,"41","2","1"
"Mo18W",2019,"1362","1","3"
"Mo18W",2019,"1294","8","2"
"Mo18W",2019,"41","1","1"
"Mo18W",2018,"2330","5","2"
"Mo18W",2019,"1294","7","3"
"Mo18W",2019,"1294","7","3"
"Mo18W",2019,"558","3","2"
"Mo18W",2019,"1362","14","2"
"Mo18W",2018,"2330","1","2"
"Mo18W",2018,"2330","2","2"
"Mo18W",2018,"2330","2","2"
"Mo18W",2018,"2330","3","2"
"Mo18W",2019,"41","1","1"
"Mo18W",2018,"2330","3","2"
"Mo18W",2019,"1362","2","3"
"Mo18W",2018,"2330","4","2"
"Mo18W",2018,"2330","4","2"
"Mo18W",2019,"1362","4","2"
"Mo18W",2019,"1294","13","3"
"Mo18W",2019,"1362","14","2"
"Mo18W",2019,"1294","7","3"
"Mo18W",2018,"2330","5","2"
"Mo18W",2018,"2408","1","2"
"Mo18W",2018,"2408","1","2"
"Mo18W",2018,"2330","2","2"
"Mo18W",2018,"2330","3","2"
"Mo18W",2019,"558","3","2"
"Mo18W",2019,"41","3","1"
"Mo18W",2019,"1294","8","2"
"Mo18W",2018,"2330","4","2"
"Mo18W",2018,"2330","1","2"
"Mo18W",2018,"2330","5","2"
"Mo18W",2019,"1362","3","2"
"Mo18W",2019,"1294","3","3"
"Mo18W",2019,"1362","13","2"
"Mo18W",2019,"1294","10","3"
"Mo18W",2019,"1294","10","3"
"Mo18W",2019,"558","1","2"
"Mo18W",2018,"2408","1","2"
"Mo18W",2019,"558","2","2"
"Mo18W",2019,"1362","4","2"
"Mo18W",2019,"1294","11","3"
"Mo18W",2019,"1294","9","3"
"Mo18W",2019,"1362","4","2"
"Mo18W",2018,"2330","1","2"
"Mo18W",2019,"1362","13","2"
"Mo18W",2019,"1294","13","3"
"Mo18W",2019,"1294","10","3"
"Mo18W",2019,"1294","2","3"
"Mo18W",2019,"1362","6","2"
"Mo18W",2019,"1362","7","2"
"Mo18W",2019,"1362","7","2"
"Mo18W",2019,"1362","7","2"
"Mo18W",2018,"2408","2","2"
"Mo18W",2018,"2408","2","2"
"Mo18W",2019,"1294","12","3"
"Mo18W",2019,"1294","11","3"
"Mo18W",2019,"1362","6","2"
"Mo18W",2019,"1294","9","3"
"Mo18W",2019,"1294","9","3"
"Mo18W",2019,"1362","13","2"
"Mo18W",2019,"1362","3","2"
"Mo18W",2019,"1362","10","3"
"Mo18W",2019,"1294","2","3"
"Mo18W",2018,"2408","2","2"
"Mo18W",2019,"1294","9","3"
"Mo18W",2019,"1294","12","3"
"Mo18W",2019,"1294","1","4"
"Mo18W",2019,"1294","13","3"
"Mo18W",2019,"1294","1","4"
"Mo18W",2019,"1294","2","3"
"Mo18W",2019,"1294","12","3"
"Mo18W",2019,"1294","1","4"
"Mo18W",2019,"1362","5","2"
"Mo18W",2019,"1294","11","3"
"Mo18W",2019,"1362","6","2"
"Mo18W",2019,"1294","10","3"
"Mo18W",2019,"1362","8","1"
"Mo18W",2019,"1294","13","3"
"Mo18W",2019,"1362","3","2"
"Mo18W",2019,"1362","9","3"
"Mo18W",2018,"2408","3","2"
"Mo18W",2019,"1294","1","4"
"Mo18W",2019,"1362","5","2"
"Mo18W",2019,"1362","10","3"
"Mo18W",2019,"1362","9","3"
"Mo18W",2019,"1362","9","3"
"Mo18W",2019,"1294","11","3"
"Mo18W",2019,"1362","9","3"
"Mo18W",2018,"2408","3","2"
"Mo18W",2019,"1362","10","3"
"Mo18W",2019,"1362","5","2"
"Mo18W",2019,"1294","2","3"
"Mo18W",2018,"2408","3","2"
"Mo18W",2019,"1362","10","3"
"Mo18W",2019,"1362","8","1"
"Mo18W",2019,"1294","12","3"
"Mo18W",2019,"1294","1","4"
"Ms71",2019,"1398","8","1"
"Ms71",2019,"1398","7","2"
"Ms71",2019,"1398","7","2"
"Ms71",2019,"1398","7","2"
"Ms71",2018,"2442","2","3"
"Ms71",2018,"2442","3","2"
"Ms71",2018,"2442","2","3"
"Ms71",2019,"1398","6","2"
"Ms71",2019,"1398","4","1"
"Ms71",2018,"2442","2","3"
"Ms71",2019,"1398","3","2"
"Ms71",2019,"1398","6","2"
"Ms71",2019,"1398","11","2"
"Ms71",2019,"1398","3","2"
"Ms71",2019,"1398","9","2"
"Ms71",2018,"2442","3","2"
"Ms71",2018,"2442","3","2"
"Ms71",2019,"1398","4","1"
"Ms71",2019,"432","2","1"
"Ms71",2019,"1283","3","2"
"Ms71",2019,"1398","10","1"
"Ms71",2018,"2442","2","3"
"Ms71",2019,"1283","6","2"
"Ms71",2019,"335","1","2"
"Ms71",2019,"1398","3","2"
"Ms71",2019,"1283","1","1"
"Ms71",2019,"1398","10","1"
"Ms71",2019,"1398","9","2"
"Ms71",2019,"1398","9","2"
"Ms71",2019,"1398","6","2"
"Ms71",2019,"1398","2","2"
"Ms71",2018,"2442","1","2"
"Ms71",2018,"2442","1","2"
"Ms71",2019,"335","2","2"
"Ms71",2018,"2326","2","2"
"Ms71",2018,"2442","5","2"
"Ms71",2019,"1398","8","1"
"Ms71",2019,"1283","1","1"
"Ms71",2018,"2442","4","2"
"Ms71",2019,"432","1","1"
"Ms71",2018,"2442","5","2"
"Ms71",2019,"1398","5","1"
"Ms71",2019,"1398","11","2"
"Ms71",2019,"1283","6","2"
"Ms71",2018,"2326","1","2"
"Ms71",2018,"2326","2","2"
"Ms71",2018,"2442","1","2"
"Ms71",2019,"1283","3","2"
"Ms71",2018,"2442","4","2"
"Ms71",2018,"2326","3","2"
"Ms71",2018,"2442","4","2"
"Ms71",2019,"1398","5","1"
"Ms71",2019,"1398","2","2"
"Ms71",2019,"1283","2","1"
"Ms71",2019,"1398","11","2"
"Ms71",2018,"2326","2","2"
"Ms71",2019,"1283","5","2"
"Ms71",2018,"2326","5","1"
"Ms71",2018,"2326","1","2"
"Ms71",2018,"2326","3","2"
"Ms71",2019,"335","1","2"
"Ms71",2019,"1283","8","3"
"Ms71",2019,"335","3","1"
"Ms71",2019,"1283","2","1"
"Ms71",2019,"1283","4","2"
"Ms71",2019,"432","2","1"
"Ms71",2018,"2326","1","2"
"Ms71",2019,"1283","5","2"
"Ms71",2019,"1283","6","2"
"Ms71",2019,"1283","7","1"
"Ms71",2019,"335","3","1"
"Ms71",2019,"1283","8","3"
"Ms71",2019,"1283","7","1"
"Ms71",2019,"1398","1","2"
"Ms71",2019,"432","1","1"
"Ms71",2019,"1398","2","2"
"Ms71",2018,"2442","5","2"
"Ms71",2019,"1283","5","2"
"Ms71",2019,"335","2","2"
"Ms71",2019,"1283","3","2"
"Ms71",2018,"2326","5","1"
"Ms71",2019,"1283","4","2"
"Ms71",2019,"1398","1","2"
"Ms71",2018,"2326","3","2"
"Ms71",2019,"1283","8","3"
"Ms71",2018,"2326","4","2"
"Ms71",2019,"1283","4","2"
"Ms71",2019,"1283","8","3"
"Ms71",2018,"2326","4","2"
"Ms71",2019,"1398","1","2"
"Ms71",2018,"2326","4","2"
"NC262",2019,"1404","3","3"
"NC262",2019,"1404","5","2"
"NC262",2019,"649","2","2"
"NC262",2019,"1404","3","3"
"NC262",2019,"1404","4","3"
"NC262",2019,"1404","3","3"
"NC262",2019,"1404","4","3"
"NC262",2019,"1404","5","2"
"NC262",2019,"1404","5","2"
"NC262",2018,"2320","2","2"
"NC262",2019,"1404","4","3"
"NC262",2018,"2320","1","2"
"NC262",2019,"649","1","2"
"NC262",2018,"2320","2","2"
"NC262",2019,"1404","4","3"
"NC262",2019,"1318","2","2"
"NC262",2019,"649","1","2"
"NC262",2019,"649","3","3"
"NC262",2019,"649","3","3"
"NC262",2019,"301","3","2"
"NC262",2019,"301","3","2"
"NC262",2019,"1404","2","3"
"NC262",2019,"1318","3","2"
"NC262",2019,"1318","2","2"
"NC262",2019,"1404","2","3"
"NC262",2018,"2320","2","2"
"NC262",2019,"1404","3","3"
"NC262",2019,"1404","6","2"
"NC262",2018,"2320","1","2"
"NC262",2019,"301","1","0"
"NC262",2018,"2320","3","1"
"NC262",2019,"301","2","2"
"NC262",2019,"1318","2","2"
"NC262",2018,"2320","5","2"
"NC262",2018,"2320","5","2"
"NC262",2018,"2415","1","1"
"NC262",2019,"649","2","2"
"NC262",2018,"2320","3","1"
"NC262",2019,"1318","3","2"
"NC262",2019,"1318","3","2"
"NC262",2018,"2320","1","2"
"NC262",2019,"1404","2","3"
"NC262",2019,"1404","6","2"
"NC262",2019,"301","1","0"
"NC262",2018,"2415","1","1"
"NC262",2018,"2320","5","2"
"NC262",2019,"1404","1","2"
"NC262",2019,"1318","1","2"
"NC262",2019,"301","2","2"
"NC262",2019,"1318","1","2"
"NC262",2019,"1318","4","3"
"NC262",2018,"2320","4","1"
"NC262",2019,"1318","4","3"
"NC262",2019,"1404","6","2"
"NC262",2019,"1404","2","3"
"NC262",2019,"1404","1","2"
"NC262",2019,"1404","1","2"
"NC262",2019,"1318","4","3"
"NC262",2018,"2320","4","1"
"NC262",2019,"1318","1","2"
"NC262",2019,"1318","4","3"
"NC350",2019,"1279","4","1"
"NC350",2019,"1279","4","1"
"NC350",2018,"2406","3","2"
"NC350",2019,"1279","5","1"
"NC350",2019,"1279","7","1"
"NC350",2018,"2406","3","2"
"NC350",2019,"1279","3","1"
"NC350",2018,"2406","2","2"
"NC350",2019,"685","3","3"
"NC350",2019,"1279","3","1"
"NC350",2018,"2406","2","2"
"NC350",2019,"1279","7","1"
"NC350",2019,"1279","1","2"
"NC350",2018,"2406","3","2"
"NC350",2019,"1400","1","2"
"NC350",2019,"1279","2","1"
"NC350",2018,"2406","2","2"
"NC350",2019,"1279","1","2"
"NC350",2019,"1400","1","2"
"NC350",2019,"1279","5","1"
"NC350",2019,"1400","6","2"
"NC350",2019,"685","2","2"
"NC350",2019,"1400","2","2"
"NC350",2019,"1279","6","2"
"NC350",2019,"1279","1","2"
"NC350",2018,"2375","5","2"
"NC350",2018,"2375","5","2"
"NC350",2019,"1279","2","1"
"NC350",2018,"2406","1","2"
"NC350",2018,"2406","1","2"
"NC350",2019,"1400","1","2"
"NC350",2019,"685","1","3"
"NC350",2019,"1400","4","2"
"NC350",2019,"1400","5","2"
"NC350",2019,"1400","6","2"
"NC350",2019,"1279","6","2"
"NC350",2019,"1400","2","2"
"NC350",2019,"214","2","2"
"NC350",2019,"214","3","2"
"NC350",2019,"214","1","1"
"NC350",2018,"2375","5","2"
"NC350",2019,"1400","4","2"
"NC350",2019,"685","2","2"
"NC350",2018,"2406","1","2"
"NC350",2018,"2375","1","2"
"NC350",2018,"2375","2","2"
"NC350",2019,"1400","2","2"
"NC350",2019,"1400","5","2"
"NC350",2019,"1279","6","2"
"NC350",2019,"214","3","2"
"NC350",2019,"685","1","3"
"NC350",2019,"214","2","2"
"NC350",2018,"2375","4","2"
"NC350",2019,"1400","5","2"
"NC350",2019,"214","1","1"
"NC350",2018,"2375","1","2"
"NC350",2019,"685","3","3"
"NC350",2019,"1400","3","2"
"NC350",2018,"2375","4","2"
"NC350",2019,"1400","6","2"
"NC350",2019,"1400","4","2"
"NC350",2018,"2375","1","2"
"NC350",2018,"2375","2","2"
"NC350",2019,"1400","3","2"
"NC350",2018,"2375","3","2"
"NC350",2018,"2375","3","2"
"NC350",2018,"2375","4","2"
"NC350",2018,"2375","2","2"
"NC350",2018,"2375","3","2"
"NC350",2019,"1400","3","2"
"Oh43",2019,"1267","5","1"
"Oh43",2019,"1267","5","1"
"Oh43",2019,"1267","6","2"
"Oh43",2019,"1267","4","2"
"Oh43",2019,"1267","4","2"
"Oh43",2018,"2312","4","1"
"Oh43",2019,"1267","7","1"
"Oh43",2018,"2312","4","1"
"Oh43",2019,"1267","4","2"
"Oh43",2018,"2312","3","1"
"Oh43",2018,"2312","3","1"
"Oh43",2019,"1402","5","2"
"Oh43",2018,"2390","3","1"
"Oh43",2019,"1402","7","2"
"Oh43",2019,"1267","7","1"
"Oh43",2019,"1402","7","2"
"Oh43",2019,"1402","3","2"
"Oh43",2018,"2312","5","1"
"Oh43",2019,"1402","7","2"
"Oh43",2019,"724","1","2"
"Oh43",2018,"2390","1","2"
"Oh43",2019,"1317","1","1"
"Oh43",2019,"1267","6","2"
"Oh43",2019,"1402","5","2"
"Oh43",2018,"2390","2","1"
"Oh43",2019,"1267","2","1"
"Oh43",2019,"1267","3","1"
"Oh43",2019,"1402","6","2"
"Oh43",2019,"1402","3","2"
"Oh43",2019,"1402","3","2"
"Oh43",2019,"1402","4","2"
"Oh43",2018,"2312","2","1"
"Oh43",2018,"2312","5","1"
"Oh43",2019,"1402","4","2"
"Oh43",2019,"1402","6","2"
"Oh43",2019,"1267","6","2"
"Oh43",2018,"2390","2","1"
"Oh43",2019,"1267","2","1"
"Oh43",2019,"307","3","2"
"Oh43",2019,"307","1","2"
"Oh43",2019,"1267","3","1"
"Oh43",2019,"1317","1","1"
"Oh43",2019,"1402","1","2"
"Oh43",2019,"724","2","2"
"Oh43",2019,"1402","4","2"
"Oh43",2019,"724","1","2"
"Oh43",2019,"724","2","2"
"Oh43",2018,"2390","1","2"
"Oh43",2019,"1402","6","2"
"Oh43",2019,"1267","1","1"
"Oh43",2019,"1399","3","2"
"Oh43",2019,"1399","4","2"
"Oh43",2018,"2312","1","1"
"Oh43",2018,"2312","1","1"
"Oh43",2019,"1402","1","2"
"Oh43",2019,"1399","5","2"
"Oh43",2019,"1402","1","2"
"Oh43",2018,"2390","3","1"
"Oh43",2019,"1399","2","2"
"Oh43",2019,"1399","2","2"
"Oh43",2019,"1402","5","2"
"Oh43",2018,"2390","1","2"
"Oh43",2019,"1267","1","1"
"Oh43",2019,"307","1","2"
"Oh43",2019,"307","2","1"
"Oh43",2019,"1317","4","2"
"Oh43",2019,"1317","6","2"
"Oh43",2018,"2312","2","1"
"Oh43",2019,"307","3","2"
"Oh43",2019,"1399","5","2"
"Oh43",2019,"1399","1","2"
"Oh43",2019,"1399","1","2"
"Oh43",2019,"724","3","1"
"Oh43",2019,"1317","2","1"
"Oh43",2019,"1317","2","1"
"Oh43",2019,"724","3","1"
"Oh43",2019,"1399","3","2"
"Oh43",2019,"1317","3","1"
"Oh43",2019,"1317","4","2"
"Oh43",2019,"1399","4","2"
"Oh43",2019,"307","2","1"
"Oh43",2019,"1399","5","2"
"Oh43",2019,"1317","6","2"
"Oh43",2019,"1399","2","2"
"Oh43",2019,"1399","1","2"
"Oh43",2019,"1317","6","2"
"Oh43",2019,"1317","4","2"
"Oh43",2019,"1317","3","1"
"Oh43",2019,"1399","3","2"
"Oh43",2019,"1399","4","2"
"PHB47",2019,"1296","8","1"
"PHB47",2019,"1296","10","1"
"PHB47",2019,"1296","12","1"
"PHB47",2019,"1296","9","1"
"PHB47",2019,"1347","10","1"
"PHB47",2019,"1296","8","1"
"PHB47",2019,"1296","7","1"
"PHB47",2019,"1296","7","1"
"PHB47",2019,"1296","11","1"
"PHB47",2019,"1347","9","1"
"PHB47",2019,"1296","9","1"
"PHB47",2019,"1296","10","1"
"PHB47",2019,"1347","10","1"
"PHB47",2018,"2434","3","2"
"PHB47",2018,"2434","3","2"
"PHB47",2019,"1296","12","1"
"PHB47",2019,"1347","5","1"
"PHB47",2019,"1347","2","1"
"PHB47",2019,"1347","1","1"
"PHB47",2018,"2434","5","2"
"PHB47",2019,"1296","6","1"
"PHB47",2019,"1347","6","1"
"PHB47",2019,"1347","7","1"
"PHB47",2018,"2321","1","2"
"PHB47",2019,"1347","2","1"
"PHB47",2019,"1296","11","1"
"PHB47",2018,"2434","2","1"
"PHB47",2018,"2434","2","1"
"PHB47",2019,"1296","2","1"
"PHB47",2018,"2434","3","2"
"PHB47",2019,"1347","1","1"
"PHB47",2018,"2434","5","2"
"PHB47",2018,"2434","5","2"
"PHB47",2019,"1296","6","1"
"PHB47",2019,"1296","5","1"
"PHB47",2018,"2321","4","1"
"PHB47",2019,"1347","8","1"
"PHB47",2019,"1347","8","1"
"PHB47",2018,"2321","1","2"
"PHB47",2019,"1347","3","1"
"PHB47",2019,"1347","3","1"
"PHB47",2019,"1347","4","1"
"PHB47",2019,"1347","4","1"
"PHB47",2018,"2434","4","2"
"PHB47",2018,"2434","4","2"
"PHB47",2018,"2434","4","2"
"PHB47",2019,"1347","6","1"
"PHB47",2018,"2321","3","1"
"PHB47",2018,"2321","5","2"
"PHB47",2019,"1347","7","1"
"PHB47",2018,"2321","5","2"
"PHB47",2019,"1347","9","1"
"PHB47",2018,"2321","2","2"
"PHB47",2018,"2434","1","2"
"PHB47",2019,"1296","1","1"
"PHB47",2019,"1296","1","1"
"PHB47",2018,"2434","1","2"
"PHB47",2018,"2321","2","2"
"PHB47",2019,"1347","5","1"
"PHB47",2019,"1296","5","1"
"PHB47",2018,"2321","1","2"
"PHB47",2018,"2321","5","2"
"PHB47",2018,"2321","4","1"
"PHB47",2018,"2434","1","2"
"PHB47",2018,"2321","3","1"
"PHB47",2019,"1296","2","1"
"PHB47",2019,"1296","3","1"
"PHB47",2019,"1296","3","1"
"PHB47",2018,"2321","2","2"
"PHHB4",2019,"1351","7","2"
"PHHB4",2018,"2307","1","2"
"PHHB4",2018,"2307","2","2"
"PHHB4",2019,"1351","7","2"
"PHHB4",2019,"1351","6","2"
"PHHB4",2019,"1351","8","2"
"PHHB4",2018,"2307","2","2"
"PHHB4",2018,"2307","2","2"
"PHHB4",2018,"2307","3","2"
"PHHB4",2019,"1351","6","2"
"PHHB4",2019,"1301","4","2"
"PHHB4",2019,"1351","8","2"
"PHHB4",2019,"1351","9","2"
"PHHB4",2019,"1351","8","2"
"PHHB4",2019,"1351","9","2"
"PHHB4",2019,"1351","9","2"
"PHHB4",2019,"1351","7","2"
"PHHB4",2019,"1351","6","2"
"PHHB4",2019,"1351","11","2"
"PHHB4",2018,"2307","1","2"
"PHHB4",2018,"2307","1","2"
"PHHB4",2019,"1301","4","2"
"PHHB4",2019,"1301","4","2"
"PHHB4",2018,"2307","5","2"
"PHHB4",2018,"2307","3","2"
"PHHB4",2018,"2307","3","2"
"PHHB4",2018,"2307","4","2"
"PHHB4",2019,"1301","5","2"
"PHHB4",2018,"2307","4","2"
"PHHB4",2019,"1351","11","2"
"PHHB4",2019,"1351","10","1"
"PHHB4",2019,"1351","5","2"
"PHHB4",2019,"1301","2","2"
"PHHB4",2019,"1301","2","2"
"PHHB4",2019,"1301","3","2"
"PHHB4",2019,"1301","3","2"
"PHHB4",2019,"1301","11","2"
"PHHB4",2018,"2414","1","2"
"PHHB4",2019,"1301","5","2"
"PHHB4",2019,"1301","5","2"
"PHHB4",2018,"2414","2","2"
"PHHB4",2018,"2414","2","2"
"PHHB4",2018,"2307","4","2"
"PHHB4",2019,"1351","5","2"
"PHHB4",2018,"2307","5","2"
"PHHB4",2019,"1351","10","1"
"PHHB4",2019,"1351","11","2"
"PHHB4",2019,"1301","3","2"
"PHHB4",2018,"2307","5","2"
"PHHB4",2019,"1301","7","2"
"PHHB4",2019,"1301","8","2"
"PHHB4",2019,"1351","1","2"
"PHHB4",2019,"1351","2","2"
"PHHB4",2019,"1351","3","2"
"PHHB4",2019,"1351","3","2"
"PHHB4",2019,"1301","6","2"
"PHHB4",2019,"1301","6","2"
"PHHB4",2019,"1351","5","2"
"PHHB4",2019,"1301","2","2"
"PHHB4",2019,"1301","1","2"
"PHHB4",2019,"1301","7","2"
"PHHB4",2019,"1301","11","2"
"PHHB4",2018,"2414","1","2"
"PHHB4",2019,"1301","9","2"
"PHHB4",2019,"1301","8","2"
"PHHB4",2018,"2414","1","2"
"PHHB4",2019,"1351","4","2"
"PHHB4",2019,"1301","6","2"
"PHHB4",2019,"1351","4","2"
"PHHB4",2019,"1351","4","2"
"PHHB4",2019,"1301","11","2"
"PHHB4",2019,"1301","12","2"
"PHHB4",2019,"1301","7","2"
"PHHB4",2018,"2414","3","1"
"PHHB4",2019,"1301","12","2"
"PHHB4",2019,"1301","10","2"
"PHHB4",2019,"1351","2","2"
"PHHB4",2019,"1301","12","2"
"PHHB4",2019,"1301","9","2"
"PHHB4",2019,"1351","3","2"
"PHHB4",2019,"1301","1","2"
"PHHB4",2019,"1301","9","2"
"PHHB4",2019,"1301","10","2"
"PHHB4",2019,"1351","1","2"
"PHHB4",2019,"1351","1","2"
"PHHB4",2019,"1301","1","2"
"PHHB4",2019,"1351","2","2"
"PHHB4",2019,"1301","10","2"
"PHHB4",2019,"1301","8","2"
"PHHB4",2018,"2414","3","1"
"PHHB4",2018,"2414","2","2"
"PHK46",2019,"1372","8","3"
"PHK46",2019,"1372","9","2"
"PHK46",2019,"1372","8","3"
"PHK46",2019,"1372","9","2"
"PHK46",2019,"1372","9","2"
"PHK46",2019,"1372","10","3"
"PHK46",2019,"1372","8","3"
"PHK46",2018,"2443","3","2"
"PHK46",2019,"1372","8","3"
"PHK46",2019,"1372","10","3"
"PHK46",2018,"2443","2","2"
"PHK46",2018,"2443","2","2"
"PHK46",2018,"2443","4","2"
"PHK46",2019,"1372","7","3"
"PHK46",2019,"1277","10","3"
"PHK46",2019,"1372","10","3"
"PHK46",2019,"1372","7","3"
"PHK46",2019,"1277","10","3"
"PHK46",2019,"1277","11","2"
"PHK46",2019,"1277","11","2"
"PHK46",2018,"2443","3","2"
"PHK46",2019,"1372","7","3"
"PHK46",2018,"2443","2","2"
"PHK46",2018,"2376","2","1"
"PHK46",2018,"2376","3","1"
"PHK46",2018,"2443","3","2"
"PHK46",2019,"1277","9","2"
"PHK46",2019,"1277","9","2"
"PHK46",2018,"2443","4","2"
"PHK46",2018,"2443","4","2"
"PHK46",2019,"1372","10","3"
"PHK46",2018,"2376","5","2"
"PHK46",2018,"2376","5","2"
"PHK46",2019,"1372","11","3"
"PHK46",2019,"1372","11","3"
"PHK46",2019,"1372","11","3"
"PHK46",2019,"1277","7","2"
"PHK46",2019,"1277","8","2"
"PHK46",2019,"1277","8","2"
"PHK46",2019,"1277","8","2"
"PHK46",2019,"1277","9","2"
"PHK46",2018,"2376","4","2"
"PHK46",2019,"1277","10","3"
"PHK46",2019,"1277","10","3"
"PHK46",2019,"1372","13","3"
"PHK46",2019,"1372","13","3"
"PHK46",2018,"2443","1","2"
"PHK46",2018,"2443","1","2"
"PHK46",2018,"2443","1","2"
"PHK46",2019,"1372","11","3"
"PHK46",2019,"1277","12","2"
"PHK46",2019,"1277","13","2"
"PHK46",2019,"1372","12","2"
"PHK46",2019,"1372","12","2"
"PHK46",2019,"1277","13","2"
"PHK46",2019,"1372","13","3"
"PHK46",2019,"1372","13","3"
"PHK46",2018,"2376","5","2"
"PHK46",2019,"1372","6","3"
"PHK46",2019,"1372","6","3"
"PHK46",2019,"1277","11","2"
"PHK46",2019,"1277","12","2"
"PHK46",2018,"2376","1","1"
"PHK46",2018,"2376","1","1"
"PHK46",2018,"2376","3","1"
"PHK46",2019,"1277","4","3"
"PHK46",2018,"2376","4","2"
"PHK46",2019,"1277","4","3"
"PHK46",2019,"1372","12","2"
"PHK46",2019,"1277","1","2"
"PHK46",2019,"1372","1","2"
"PHK46",2019,"1372","1","2"
"PHK46",2019,"1372","1","2"
"PHK46",2019,"1372","6","3"
"PHK46",2019,"1372","6","3"
"PHK46",2019,"1372","7","3"
"PHK46",2019,"1277","7","2"
"PHK46",2019,"1372","3","3"
"PHK46",2018,"2376","2","1"
"PHK46",2019,"1277","13","2"
"PHK46",2019,"1372","5","2"
"PHK46",2019,"1277","4","3"
"PHK46",2019,"1277","5","2"
"PHK46",2018,"2376","4","2"
"PHK46",2018,"2443","5","2"
"PHK46",2019,"1372","5","2"
"PHK46",2019,"1372","2","2"
"PHK46",2019,"1372","2","2"
"PHK46",2019,"1372","3","3"
"PHK46",2019,"1277","12","2"
"PHK46",2019,"1277","3","3"
"PHK46",2019,"1277","3","3"
"PHK46",2019,"1372","4","2"
"PHK46",2019,"1277","1","2"
"PHK46",2018,"2443","5","2"
"PHK46",2018,"2443","5","2"
"PHK46",2019,"1277","6","3"
"PHK46",2019,"1372","2","2"
"PHK46",2019,"1277","1","2"
"PHK46",2019,"1277","6","3"
"PHK46",2019,"1372","4","2"
"PHK46",2019,"1277","4","3"
"PHK46",2019,"1372","3","3"
"PHK46",2019,"1372","3","3"
"PHK46",2019,"1277","2","2"
"PHK46",2019,"1277","2","2"
"PHK46",2019,"1277","5","2"
"PHK46",2019,"1277","5","2"
"PHK46",2019,"1372","4","2"
"PHK46",2019,"1277","6","3"
"PHK46",2019,"1277","6","3"
"PHK46",2019,"1277","7","2"
"PHK46",2019,"1277","3","3"
"PHK46",2019,"1277","3","3"
"PHK46",2019,"1277","2","2"
"PHK46",2019,"1372","5","2"
"PHR58",2019,"1260","6","2"
"PHR58",2019,"1260","7","2"
"PHR58",2019,"1260","7","2"
"PHR58",2019,"1260","4","2"
"PHR58",2019,"1260","4","2"
"PHR58",2019,"1260","10","2"
"PHR58",2019,"1260","5","1"
"PHR58",2019,"1334","8","2"
"PHR58",2019,"1260","10","2"
"PHR58",2019,"1334","9","2"
"PHR58",2019,"1260","11","2"
"PHR58",2019,"1260","7","2"
"PHR58",2019,"1260","6","2"
"PHR58",2019,"1260","4","2"
"PHR58",2019,"1260","8","1"
"PHR58",2019,"1260","5","1"
"PHR58",2019,"1334","11","2"
"PHR58",2019,"1260","6","2"
"PHR58",2019,"1334","6","2"
"PHR58",2019,"1334","3","2"
"PHR58",2019,"1334","10","2"
"PHR58",2019,"1260","8","1"
"PHR58",2019,"1334","9","2"
"PHR58",2019,"1334","5","2"
"PHR58",2019,"1334","5","2"
"PHR58",2019,"1260","9","1"
"PHR58",2019,"1260","9","1"
"PHR58",2019,"1260","10","2"
"PHR58",2019,"1334","8","2"
"PHR58",2019,"1334","3","2"
"PHR58",2019,"1334","8","2"
"PHR58",2019,"1334","9","2"
"PHR58",2018,"2449","1","2"
"PHR58",2018,"2377","1","1"
"PHR58",2019,"1334","10","2"
"PHR58",2019,"1334","10","2"
"PHR58",2019,"1260","12","2"
"PHR58",2019,"1260","12","2"
"PHR58",2019,"1334","5","2"
"PHR58",2019,"1334","6","2"
"PHR58",2019,"1334","6","2"
"PHR58",2019,"1334","11","2"
"PHR58",2018,"2449","5","2"
"PHR58",2019,"1334","3","2"
"PHR58",2019,"1334","2","2"
"PHR58",2018,"2377","5","2"
"PHR58",2019,"1334","4","2"
"PHR58",2019,"1260","11","2"
"PHR58",2019,"1260","11","2"
"PHR58",2019,"1334","4","2"
"PHR58",2019,"1260","1","3"
"PHR58",2019,"1260","12","2"
"PHR58",2019,"1334","1","2"
"PHR58",2019,"1334","1","2"
"PHR58",2018,"2449","5","2"
"PHR58",2019,"1334","2","2"
"PHR58",2018,"2377","5","2"
"PHR58",2019,"1334","2","2"
"PHR58",2018,"2377","2","1"
"PHR58",2018,"2449","1","2"
"PHR58",2018,"2449","1","2"
